Date,YouTube,Instagram,Twitter,Campaign_Manager,Region,Niche,Engagement_Score
2011-02-20,41.28158672526314,168.2241470060157,0.7990917645744835,Duane Bauer,East Jeffrey,Fashion,190.29963666628007
2011-02-21,54.95985590616813,33.08712221215657,17.969004504375924,Scott Waters,New Codytown,Fitness,154.4352332156531
2011-02-22,157.48861967871252,163.91316856355326,42.63343564039135,Jamie Nicholson,South Nicholasmouth,Tech,178.52450453190355
2011-02-23,106.4063807661532,101.44246859720718,23.699290453866283,Michael Day,North Sarah,Fashion,184.5639637578048
2011-02-24,89.758042023944,95.61845077055212,31.62145310614865,Brenda Miller,East Kyletown,Fashion,180.6856486667006
2011-02-25,162.80067823395171,90.54095287942967,21.81206565209495,Lisa Koch,New Jeffreyfort,Gaming,178.56465132968142
2011-02-26,45.734289189076264,106.7502011967481,144.38260539708833,Miss Christina Powell,Zunigaville,Beauty,198.05226298104046
2011-02-27,63.92174586154902,189.55960514497468,1.6850982352654196,Tiffany Rivas DDS,Clarkville,Fashion,195.4093603868022
2011-02-28,103.9465152390697,114.15871683050881,20.261859744026737,Katrina Schaefer,Lawsonport,Tech,174.62615205672472
2011-03-01,101.34572952986815,191.10373226999644,2.8760561905248947,Debra Avery,Kimland,Fashion,198.86808695086472
2011-03-02,21.292278714920656,44.25512481697171,5.222944095775753,Tanner Washington,New Jessica,Fashion,181.74120597842537
2011-03-03,59.02307068025574,147.5858359782003,14.488452398339952,Debra Gross,Heatherborough,Fashion,191.3090540132002
2011-03-04,73.34991851808032,164.32551233566195,5.0717405254445405,Susan Fleming,Margaretshire,Fashion,185.77009561174586
2011-03-05,112.2302771015884,139.03447795362376,99.46752135851845,Terri Hopkins,Reeseland,Tech,176.18194771215215
2011-03-06,101.08818207587997,125.31523324304267,88.00514202827695,Lee Frank,West Joseph,Gaming,183.23794847781735
2011-03-07,78.61964820006544,117.31442840637463,12.289148189743349,Joshua Gonzalez,Smithbury,Beauty,199.87788213656583
2011-03-08,10.705254095300031,173.57679168995224,30.628520792466844,Jacqueline Smith,East Robin,Tech,179.08338662629654
2011-03-09,81.63355972257303,166.112853461255,22.89121289899321,Brian Herrera,Lake Beth,Tech,183.08591830232314
2011-03-10,87.28195138926117,33.23485702431391,50.71732097321304,Scott Blanchard,South Jorge,Fitness,159.06710438581734
2011-03-11,364.8998894391435,171.23165483586683,29.62116713721803,Jose Martinez,North Juliabury,Beauty,205.0934212820776
2011-03-12,71.52298863153166,88.67303769368407,0.007574590876838167,Mr. Micheal Case,Bradshawton,Gaming,185.6205171304024
2011-03-13,104.35297612319987,58.20239769920405,43.212936388329766,Kyle Reyes,North Staceybury,Gaming,177.11829927935793
2011-03-14,181.01063794404826,175.25602792264593,41.21296977860094,Stephen Hall,Charleschester,Fitness,169.37425049912005
2011-03-15,141.90363482361803,92.0847119304109,21.383524228058057,Mr. Robert Jefferson,Michaeltown,Fitness,167.5907117086074
2011-03-16,210.64022903057395,163.58929113359517,69.96627965028921,Megan Johnson,Ryanville,Tech,181.2836195472585
2011-03-17,21.645610970384322,60.046686271610454,71.72485690510928,Cheryl Price,Nicholsmouth,Gaming,177.69438815852837
2011-03-18,34.35309470801628,10.746571070221382,22.26455666464648,Kimberly Woodard,Fitzgeraldville,Gaming,162.4656567740917
2011-03-19,51.863352222111345,104.13724665155944,28.093902515535824,Lisa Oneill,Markview,Gaming,179.95080954974503
2011-03-20,17.965859742612736,29.04336876214801,169.83955629474508,Jessica Hartman,South Markshire,Tech,156.9994966029038
2011-03-21,87.83786468040738,153.33143154973283,10.64972951265178,Gregory Kline,West Jennifer,Gaming,183.19743974076835
2011-03-22,36.95888552852585,62.45427585318797,11.77427101180124,Nathan Burton,Hollyshire,Fashion,178.7141207450474
2011-03-23,228.76043733410452,94.29267285466095,6.055184444456636,Dawn Brown,East Todd,Fitness,163.3469092919027
2011-03-24,42.31004402226446,26.536377367395307,67.86257299323098,Amy Nelson,Georgemouth,Fitness,153.25547867356332
2011-03-25,64.22516089348198,64.465257204978,40.934622895772655,Lisa Campbell,Lopezton,Fitness,151.56239660249548
2011-03-26,147.64810798521265,158.48314621912868,3.349502570359758,Daniel Brown,Carlbury,Fitness,166.74757806128227
2011-03-27,26.456902848374675,38.80170326144069,120.13624205331293,Joseph Glover,New Christina,Fashion,172.1172388926545
2011-03-28,16.679158245499558,132.9603166141219,39.387046820024956,Mrs. Alison Hughes,Jenniferfort,Beauty,197.7276813420209
2011-03-29,95.82858718888062,184.3109120328552,57.01820362267583,Scott Carpenter,North Caitlin,Gaming,191.53313051090086
2011-03-30,101.25952428748765,139.16898435396686,1.4804594617429183,Michael Spears,New Stephanie,Fitness,170.39411450034206
2011-03-31,144.67273199119154,164.0941209655231,21.09355703693935,Joshua Cherry,Smithport,Gaming,195.6060810449073
2011-04-01,121.76886100138739,30.704609567744,35.97933925269445,Michael French,Staceyport,Gaming,172.82053564561886
2011-04-02,104.01118352851447,57.639046940390344,23.48865036429682,Christopher Stout,North Danielleport,Fashion,176.6092211384866
2011-04-03,46.694070847711316,179.9623819257123,32.95664062274776,Richard Wilson,Robertschester,Gaming,186.96654518407524
2011-04-04,99.24224558184721,145.87006658743695,51.09170618711984,Christopher Rasmussen,Elizabethside,Fitness,171.58003915753565
2011-04-05,103.71871300803512,131.51522701168912,14.068304763781143,Chad Burgess,Manuelside,Gaming,188.65996338299513
2011-04-06,45.20421464042588,136.115679863123,56.64850934131539,Paul Torres,North Felicia,Fashion,199.2865013523619
2011-04-07,271.10377598892137,88.69810531788225,5.334929407810534,Christopher Wilkins,Clarkshire,Fitness,164.4134441683405
2011-04-08,117.81367853840547,18.465760007354113,9.477757682061336,Kathy Willis,Hammondside,Fashion,173.49566795816915
2011-04-09,34.923087273519826,159.0438929934385,1.329393063259874,Mark Nunez,Port Nicholas,Tech,175.88934552209793
2011-04-10,145.1638952601131,138.95551488091724,13.596840837804143,Joseph Melendez,Port Mistyshire,Beauty,204.78971867574413
2011-04-11,162.26975702019496,99.83284818141769,14.33669748419214,Joseph Jacobs,Dianeshire,Gaming,186.99754525900522
2011-04-12,112.91891743807079,180.9543269199689,49.08433086363132,Mary Ross,New Christopher,Gaming,192.08021858900932
2011-04-13,68.4759919069465,73.87033634716877,31.764214241881156,Michael Romero,Michelleville,Gaming,182.81695564233752
2011-04-14,43.53426730231049,65.92113140393482,17.219489409488205,Samantha Cole,New Bradley,Tech,168.49633824907778
2011-04-15,78.4548598176049,175.83130176509414,31.676411329095114,Kathleen Glass,New Susanburgh,Beauty,202.47130175680275
2011-04-16,107.3512972861151,161.42765440420723,1.626823122789514,Sharon Hunt,South Ryanshire,Fashion,199.6877239971243
2011-04-17,84.17542248458246,107.84616402318551,5.9634640514733395,Michael Lee,South Christopher,Tech,176.23129258488757
2011-04-18,216.77636084938078,34.839600496991494,29.581112124891394,Kristin Robinson,Deborahtown,Tech,163.62791695275322
2011-04-19,130.59564179235278,50.86357957835997,30.76365580318091,Cynthia Parsons,Lake Debraberg,Fitness,151.4861615968044
2011-04-20,39.34600271889659,134.68331817767324,44.634488768360285,Dustin Marshall,South Amandafurt,Tech,174.39604159507525
2011-04-21,31.55938274146119,83.15783518967821,15.475132859829305,Cynthia Saunders MD,Lawrenceside,Tech,168.742220034079
2011-04-22,118.51755575086457,168.92990641653452,38.46387922681143,Nathaniel Young,New Alexburgh,Gaming,190.13681859179326
2011-04-23,69.72512629846753,190.49145177311877,34.5585248579519,Mark Alvarez,Lake Hannahhaven,Fitness,175.0777980032667
2011-04-24,138.440607309468,163.07101580223446,99.22578408246228,Mark Maldonado,South Christopher,Fashion,196.1320533891377
2011-04-25,117.7652814293246,81.73363036915586,7.267124054886186,Cindy Fox,East Tammyshire,Beauty,199.4418424779031
2011-04-26,78.72009397131302,159.85042155397056,24.06741128287769,Steven Ramos,Port Austinshire,Fashion,196.72911139373642
2011-04-27,39.75303405300284,76.77391795942985,27.621347843412067,Diana Espinoza,South Donnamouth,Fitness,164.2085393324759
2011-04-28,18.809986234326097,41.74901667547044,198.18255591473806,Catherine Copeland,Anthonymouth,Gaming,166.20302260363087
2011-04-29,97.93103708488948,16.344708924512904,6.738744767032097,Chad Griffin,East Beverly,Beauty,164.73835848278202
2011-04-30,26.01257668095161,83.28617542459381,22.22087872502262,Frances Patel,Lake Jasonchester,Fashion,175.7422100079725
2011-05-01,38.31020647028486,181.67626770248356,12.747939384079249,Mitchell George,Mendozaville,Beauty,199.66964345447718
2011-05-02,93.6553139993324,55.407451673578535,22.389665342743413,Ryan Carr,New Audreyland,Beauty,190.11842309655367
2011-05-03,87.1474437759646,49.23750133665896,7.923990315329309,Steven Davis,Owensport,Beauty,180.18875388345862
2011-05-04,29.1860978236741,194.26594919579767,1.463494846284389,Andrew Huynh,Alexisstad,Tech,177.5414746947928
2011-05-05,174.61632817617766,14.750781441612503,25.49862332580707,Paul Roberts,Lake Michelle,Fitness,151.6380922177275
2011-05-06,171.54292152242044,159.29860857481333,12.277612492414626,Brian Jones,Jameschester,Fitness,166.8331726200488
2011-05-07,121.19571041879323,71.06029159076536,6.024639268222986,Joseph Mullen,Jamiehaven,Gaming,178.07900295600703
2011-05-08,121.09222270489903,17.122711805235273,11.744006730866538,David Williamson,Marcusville,Fashion,164.86445958022404
2011-05-09,121.19673945653658,184.3824826398209,1.5160769579275328,William Hanson,Jenningston,Gaming,186.95764159137062
2011-05-10,161.32799734285317,36.53204273982088,90.13848905190191,Russell Terrell,Lake Alexborough,Fashion,180.2608908512414
2011-05-11,132.84876804141243,114.83806390788213,26.107123212454397,Joseph Green,Lake Sharontown,Beauty,192.56132171642153
2011-05-12,42.73989053737681,62.07029941161408,50.584495916087356,Stephanie Bonilla,Lake Eric,Fashion,174.07419627958407
2011-05-13,68.962424035216,22.3866324150913,16.503536456838564,Sharon Wilson,Davidtown,Fashion,173.58210770308276
2011-05-14,339.82660991122435,19.485272276042025,70.08880707501285,William Morris,New Sean,Beauty,164.73950437614891
2011-05-15,11.57421595356351,31.955772778904368,19.80984328668434,Mr. Ronald Lowe DDS,North Johnathanstad,Gaming,154.60015290848335
2011-05-16,56.43148547347286,23.55973263898221,25.59562767922538,Cheryl Payne,Johnburgh,Fashion,163.5775544248979
2011-05-17,175.2406278014148,154.50604194878537,20.306050876784884,Monica Holmes,Hammondtown,Gaming,183.58219016112312
2011-05-18,45.16334131179183,102.25757843385155,39.64648412344804,Teresa Jones,South Carolburgh,Gaming,176.7377979391557
2011-05-19,135.34896441746116,75.14949735630614,25.086707645887415,James Nguyen,Melissahaven,Fitness,158.59134267052102
2011-05-20,86.30973191984276,89.49009292508136,9.507103600301756,Ryan Baker,West Lisa,Beauty,185.76060929083272
2011-05-21,47.95224585148211,186.49987975879841,4.71855120047469,Brenda Cowan,Adamton,Beauty,205.1217641492855
2011-05-22,9.050560856057931,183.04284442024797,27.951603820656796,John Walker,Michaelborough,Tech,180.4072319148043
2011-05-23,95.9576259967734,145.97853122328962,20.152137781365425,Elizabeth Powell,West Dennis,Gaming,185.19376495656942
2011-05-24,41.93046607414222,178.08965171012068,3.026971042968541,Chase Taylor,South Kennethshire,Tech,175.52066885128298
2011-05-25,76.14436876374037,70.73312524164871,15.106438402193913,Timothy Wells,Woodsstad,Beauty,188.20243870753077
2011-05-26,120.3650484962888,82.41077194157374,21.694365260993454,Ms. Vanessa Newman DVM,Martinezmouth,Beauty,193.47685523571977
2011-05-27,152.6406149173539,126.60531455230333,52.61540187970553,Danielle Johnson,Jadeport,Tech,173.74273030692
2011-05-28,56.28161778870119,128.48892998648017,2.3745774331970813,Ana Curtis,Bakerside,Beauty,197.25409843592183
2011-05-29,47.875080766208384,101.52296922234478,12.854122271255864,Zoe Anderson,North Steven,Beauty,189.61892807937718
2011-05-30,25.565303896414836,86.12499120321112,51.889938650283014,Kimberly Hansen,Mitchellstad,Fitness,153.45536370303049
2011-05-31,157.73145361982083,197.37425920565207,31.35987542466227,Chelsea Harrington,South Jamesborough,Fashion,200.49913163456725
2011-06-01,309.08629877543046,166.01348896236763,10.272948269545353,John Smith,New Robertstad,Fitness,175.493377907057
2011-06-02,169.32381915998337,92.64623759872859,55.994837408772945,Evelyn Ferguson,Huntermouth,Fashion,193.03175149839797
2011-06-03,194.78005263213504,148.18557067551802,20.394704924158944,Keith Anderson,Williamsmouth,Fitness,168.54693886188952
2011-06-04,45.49170477611579,61.2167217179673,20.69569151390855,Dr. Samantha David,Robinville,Fitness,156.79525454892152
2011-06-05,115.39008325278365,29.032171985092678,112.63435029377789,Christopher Carter,South Erikamouth,Gaming,163.08981179031662
2011-06-06,144.00347494803887,76.96189485502072,88.18991877698164,Jessica Bradford,West Patrick,Tech,161.70181502489183
2011-06-07,33.156929871566064,86.5648320234449,13.319911337385934,Sheila Owen,East Christine,Fitness,155.85780024599185
2011-06-08,239.3576073132981,13.142053666527453,4.544895659881378,Jennifer Pineda,New William,Gaming,152.22698470402665
2011-06-09,20.910671680049166,164.81048031082025,11.82092483342153,Heidi Smith,Danahaven,Fitness,163.59180159277267
2011-06-10,215.28285079478923,78.24674645394448,0.9287261441217319,Melody Carter,East Amanda,Tech,169.5408830246935
2011-06-11,20.76410638484604,120.27945149822794,0.6295971698155326,John Johnson,East Hannah,Gaming,174.85519784401626
2011-06-12,34.67688299723875,24.053005581481635,15.101706861204992,Sherry Barajas,New Zacharyshire,Fashion,163.9088527608992
2011-06-13,116.86252465681687,43.24939746261096,84.91661608346601,Donna Jordan,Lake Sarahchester,Tech,154.4683468415604
2011-06-14,87.92073191359731,179.04180781223639,61.521504164492995,Veronica Hatfield,Patrickbury,Beauty,193.89357669769709
2011-06-15,60.85383165885055,125.65063029773215,21.48896371907862,Bradley Rodriguez,Connieberg,Gaming,180.85734549487012
2011-06-16,233.357190269492,190.55396953239224,24.987893995253412,Mary Ramirez,Foleyshire,Beauty,205.3860573398054
2011-06-17,26.248634405102894,199.76250653435022,0.1785350964463709,Mrs. Melissa Delgado,New Angelicamouth,Gaming,179.26334101108512
2011-06-18,73.91461002798299,80.65342191328793,7.28130540444805,Andrew Russell,Christensenbury,Fashion,188.95883881508357
2011-06-19,127.36975452494524,66.77258217582218,0.7525851039517647,Derrick Johnson,Rodneyside,Gaming,159.97718940830214
2011-06-20,102.81904551025158,173.08765048022838,42.13858122069862,James Estes,Lake Joshuaview,Fitness,159.7663421959829
2011-06-21,49.25447856009797,199.7361711371163,4.7222823729308665,Peter Lewis,Lake Joburgh,Beauty,202.41076844285092
2011-06-22,50.78552919827184,129.63183450416687,60.98752743990703,Marie Green,Gilbertburgh,Beauty,198.64810631858563
2011-06-23,151.08499611293865,161.07673727718924,30.927850552637338,Victor Harvey,East Edgar,Gaming,182.13642366378954
2011-06-24,155.9345659432885,158.53171317490214,7.818302502406344,Loretta Tucker,Port Hayleystad,Fitness,168.79926959598913
2011-06-25,104.78494164144283,77.51454456171392,5.149294647303644,Ronald Higgins,Anitaburgh,Fitness,150.81992968532015
2011-06-26,40.45859685827615,119.11137224884656,29.63559194365091,Brandy Lewis,Beardhaven,Gaming,176.8551595196048
2011-06-27,52.151694595584445,168.2808188402006,69.32970357891054,Michael Hernandez,West Ellentown,Tech,173.3843002399764
2011-06-28,81.99140942317639,140.74163648960055,38.01379189847754,Victoria Dougherty,Brittanyton,Fashion,187.52775855465228
2011-06-29,91.13852869591112,14.021124656587268,12.856484742988425,Erik Davis,Tylerfurt,Gaming,159.25875210591502
2011-06-30,123.87180592390443,73.97407709053137,26.557107591849302,Victoria Gardner,Port Robin,Fitness,149.54029280370025
2011-07-01,70.95136113215898,37.45038235297501,11.165045924431697,James West,Thomasfurt,Fashion,159.8907698105726
2011-07-02,148.77561162511105,54.26472029482743,212.09293998457784,Patricia Hawkins,North Andre,Gaming,150.1777471311392
2011-07-03,147.64739143372566,182.0430007233519,41.44985584744307,Stephen Lynch,West Bill,Fashion,195.5409434615329
2011-07-04,199.19768415392622,17.00972489304595,28.587213079217484,Daniel Taylor,North Ashley,Tech,155.50611344914944
2011-07-05,84.69649146184788,51.76213527276551,16.510867028110717,Shannon Kelly,Pattersontown,Fitness,137.98360382828534
2011-07-06,106.05844210133195,68.81817692526397,28.882002463942644,Kristina Roach,East Anthony,Tech,150.59666476650872
2011-07-07,75.21176033070492,127.20797367361502,12.539010783927779,Sharon Hall,Jonesport,Tech,161.89754476066142
2011-07-08,40.88973412584995,111.47932111631445,0.8786886934580393,Stacey Smith,Nathanielside,Fitness,158.6816446448705
2011-07-09,304.5048109917565,51.47120174214336,15.08019448804974,Joseph Moore,Austinview,Tech,148.57130568502188
2011-07-10,182.670836400452,41.20580277239935,79.98457761654032,Terry Cummings,Stevenborough,Gaming,153.52539587282723
2011-07-11,145.59214642259417,54.99162657326257,29.529146161432458,Amy Martinez,New Heather,Gaming,148.7984745948375
2011-07-12,82.54530463460951,105.48062907331456,2.6307166915310356,Robert Alvarado,Christyfurt,Fashion,170.9171695846399
2011-07-13,37.79740521054802,61.523779285128654,64.8830284939653,Michael Meyer,Mcmillanburgh,Gaming,157.80722413811287
2011-07-14,163.45469547766015,190.04447530546722,9.395118874651386,Kelly Wilson,Adamsberg,Gaming,179.9214719917808
2011-07-15,74.1966895351419,98.13439207148103,8.382271378393568,Rachel Pratt,North Jonathan,Fashion,176.90900468590505
2011-07-16,112.93081588611574,21.171243143481043,10.575833891099197,David Warren,Garciabury,Beauty,164.82666138317055
2011-07-17,51.98452260282366,148.56061710896034,25.825839415513805,Kelsey Shepherd,Port Christy,Fitness,157.6416811231227
2011-07-18,100.16708758224932,72.48060475970803,23.603177578463963,Jon Sanchez,North Jose,Gaming,165.85175768721552
2011-07-19,54.70660313101226,134.16289709106704,20.283614113418245,Michael Frey,South Dawn,Fashion,180.0029784048875
2011-07-20,56.475975988335136,63.12293039941408,37.9262168166128,Jason Horton,Martinezbury,Tech,154.22246656628477
2011-07-21,99.22746891250883,118.44131092933078,11.417514823963492,Mary Schultz,Cruzton,Tech,159.0778317777974
2011-07-22,20.45327375469543,156.7089759134183,45.70668691550113,Shelley Garcia,Gregoryhaven,Gaming,172.6072786575735
2011-07-23,21.49845393040603,186.32166093716526,5.7828564560864635,Craig Gonzalez,Port Christophermouth,Fitness,162.30370534807608
2011-07-24,45.02872189514607,59.61415744228464,45.78335804390052,Kathryn Wise,Pricehaven,Fashion,164.55992252613706
2011-07-25,70.30075772755295,73.62282068980642,32.702373471533285,Katherine Keller,North Sarahbury,Fashion,169.39871672645634
2011-07-26,151.85964564431436,98.21061985432854,34.48532547055207,Megan Reyes,Lake Jamesfort,Fashion,173.59592066891292
2011-07-27,73.42981581675016,186.16321916983787,19.707547214032566,Bruce Hurst,Megantown,Fashion,183.81857636969667
2011-07-28,82.14401871197542,181.26350279402484,32.98852174972574,Matthew Bryant,West Donna,Fashion,185.5484282170388
2011-07-29,66.05472716907094,27.076873219121225,2.494830951065741,Steven Gray,Port Natalie,Fitness,137.8739927956588
2011-07-30,105.94872648693259,35.06666689322406,57.22543807656681,Drew Green,Ericchester,Fashion,155.52494529204498
2011-07-31,40.52897793633623,104.14674369282127,1.7144880683236365,Melvin Hall,Susanville,Fitness,151.6139090119484
2011-08-01,76.50819670005414,30.257661833030465,4.831183435467382,John Cisneros,Port Timothyport,Fitness,135.26401600311144
2011-08-02,112.0462396286289,75.66036593625252,25.79658241313931,Andrea Aguilar,East Amberbury,Fitness,140.27260973998102
2011-08-03,98.65154041163018,38.19322186132075,40.344377197944965,Mike Holland,Robertbury,Tech,141.49657305951757
2011-08-04,84.14881498212914,130.8476674750583,2.3794650058432856,Brandon Garrett,North Michelleland,Beauty,180.11462927149347
2011-08-05,84.92549187731582,190.40413203044073,76.06004438059232,Michael Banks,Timothyborough,Gaming,178.35831881332814
2011-08-06,119.78951634058863,199.37941635593248,109.04043114324357,Connie Perry,Grayfort,Tech,171.78258177085652
2011-08-07,313.9099598439474,81.29581517441382,27.938337396981705,Patrick Chavez,East Allen,Beauty,188.82222987842542
2011-08-08,42.96684166760844,123.81240105177633,19.689617741273214,Matthew Owen,Kristenbury,Tech,167.74297509281757
2011-08-09,319.6676163392528,172.69085416957546,40.573601122791224,Michelle Rice,Jordanshire,Fitness,167.94081540720424
2011-08-10,41.2894805664643,32.317793831312954,11.940865625925632,Michael Peterson,Lewisbury,Fitness,151.78014032864036
2011-08-11,7.675674763949053,141.01723809987334,20.392979332086636,Jordan Branch,Michelleberg,Fashion,171.73392657883377
2011-08-12,53.79450047265792,87.68029572776297,74.36214109909363,Carl Juarez,New Robert,Fitness,154.40154328652963
2011-08-13,107.39746304176754,49.16777045323118,93.47294716771401,Gail Rangel,Maryshire,Tech,145.39678855568658
2011-08-14,272.57984079901024,86.52318756201397,78.54729244647494,Steven Reyes,South Robert,Gaming,162.0922926551372
2011-08-15,37.75320841760743,24.4324545233342,9.132563267136641,Carrie Elliott,Wilkersonville,Fitness,134.59669725845333
2011-08-16,119.29040478013924,142.1273582319681,7.93729385563717,Steven Mack,East Melissaburgh,Beauty,177.9160610431958
2011-08-17,23.86199723249696,58.021107062206084,10.600322320145578,Stephanie Swanson,West Adrianborough,Tech,148.57926760830532
2011-08-18,266.2694844150105,69.16707255852683,17.464875373146935,Maria Roman,Clayview,Beauty,173.46795283421216
2011-08-19,185.00399055052762,33.005446665877926,11.31365169030395,Daniel Wilson,Lake Victor,Fashion,149.92066023314172
2011-08-20,56.568792992840535,174.28523163907943,14.062346849001534,Daniel Adams,North Margaret,Fashion,182.01919941501703
2011-08-21,204.83463955391582,103.75441306372034,29.077848672932316,Abigail Johnson,Johnstad,Gaming,162.99109171995633
2011-08-22,76.15631886556034,118.70790677941605,43.13087326296264,John Rivas,North Alejandroside,Tech,166.26112776119228
2011-08-23,191.4910306334837,118.19220978802238,39.904022494586314,Kimberly Fuller,West Craig,Gaming,172.51778325708958
